game_id,genre_id
946,72
747,72
4963,72
891,72
497,72
1380,72
13634,72
852,72
3680,72
7838,72
2622,72
11461,71
7832,71
599,70
2321,70
15040,70
14527,70
6059,70
1178,70
4778,70
19293,70
10962,68
1662,68
1247,68
243,68
3234,68
862,68
12989,68
4955,68
11055,68
12472,67
914,67
3154,67
14678,67
14908,67
6501,67
1148,67
258,67
2119,67
4663,67
9071,67
34,67
16932,67
15986,65
11939,64
10673,64
5954,63
1031,63
9309,63
6431,63
2145,63
4101,63
15928,63
371,63
4303,63
3458,63
313,59
15947,59
6117,59
14030,59
9074,59
11647,59
6534,59
8711,59
11020,59
13865,59
6082,59
4687,59
14397,59
8750,59
75,59
14673,59
9856,59
367,59
11565,59
7634,59
2573,59
624,59
2575,59
6989,59
14989,59
3010,59
2529,59
10349,58
186,58
821,58
3496,58
11650,58
14171,58
16748,58
7554,58
77,58
118,58
8171,58
11508,56
3569,56
66,56
5352,55
836,55
4443,55
715,55
8102,55
57,55
2034,54
14463,53
10567,50
479,50
469,50
436,50
15299,50
876,50
939,50
5990,50
935,50
932,50
14488,50
10012,50
4657,50
9790,50
2101,49
12224,49
1497,48
9830,44
13822,44
6628,44
16124,41
18277,41
13474,41
7636,41
2221,41
320,41
7075,41
4114,41
225,41
8168,41
1723,39
627,37
8128,37
14346,36
5986,36
16087,36
15,36
1527,36
11114,36
9909,36
5311,36
1066,36
3303,36
14412,36
2239,36
5941,36
3085,33
475,33
9638,33
5287,32
11782,32
5222,32
94,32
14246,32
3739,32
11550,28
817,28
396,28
1146,28
9212,28
2017,28
973,28
552,28
1992,28
1437,28
7598,26
4447,26
11193,26
7218,26
9608,26
369,26
15365,26
10843,26
3979,26
15761,26
17864,26
21,26
14594,26
5119,26
14540,26
10110,26
3519,24
9308,24
10786,24
5516,24
10508,24
13435,22
2256,22
13841,22
11924,22
285,22
13304,22
2505,22
9278,20
14589,18
11169,18
157,18
14622,18
2194,18
3480,17
8583,17
6676,15
18364,12
92,9
5005,9
8860,9
2528,9
7501,9
9147,6
11719,6
9167,6
703,6
845,6
5180,6
809,6
2233,6
3028,6
9210,6
5890,6
83,6
13550,6
13578,6
16925,6
8567,6
395,6
4438,6
416,6
5845,6
12079,6
2202,6
494,6
7607,6
13576,6
1277,6
3652,6
4640,6
8573,6
555,6
1056,6
15629,2
716,2
6558,2
48,2
4171,2
9814,2
5006,2
4168,2
909,2
13515,2
9150,2
10647,2
6813,2
5919,2
4148,2
1665,2
3239,2
9736,2
3783,114
6444,114
6628,114
11193,114
7218,114
15365,114
17864,114
845,114
15774,114
1289,113
887,113
1002,113
814,113
14443,113
13663,113
1497,113
992,113
535,113
95,113
15273,113
7737,112
5282,112
6431,112
2145,112
15928,112
371,112
6082,112
2573,112
357,112
3781,112
362,112
2234,112
9193,112
5628,112
13704,111
